"ip_addr","load_ms","protocol","image_total","minify_save","score_cookies","score_compress","priority","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","is_base_page","bytesIn","initiator_line","bytesOut","minify_total","contentEncoding","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","cacheControl","expires","jpeg_scan_count","score_progressive_jpeg",
"141.211.243.251","261","http/1.1","11854","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/5/name/DIL-17Apr12-Slideshow%28017%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","12280","59","449","","","181105_G4_G","-1","41","-1","0","0","11854","1674","-1","GET","11854","","","0.13","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1413","/includes/image/type/gallery/id/5/name/DIL-17Apr12-Slideshow%28017%29.jpg/width/152/height/152/mode/minfit/","0","","","1935","1674","1715","1715","1935","220","1674","1935","261","35","36","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"141.211.243.251","265","http/1.1","19610","","-1","100","low","Image","3","-1","-1","image/png","","1","","-1","-1","https://umich.edu/includes/panels/gallery/images/24-hours.png","-1","-1","200","-1","0","","19943","59","386","","","181105_G4_G","-1","41","-1","-1","","19610","1674","-1","GET","19610","","","0.12","-1","-1","umich.edu","100","-1","https://umich.edu/","3","1413","/includes/panels/gallery/images/24-hours.png","-1","","","1939","1674","1715","1715","1939","224","1674","1939","265","36","37","1","0","no-cache, must-revalidate","Sun, 18 Nov 2018 19:54:30 EST","","",
"","1050","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/skins/um2013/media/images/umich-logo.png","-1","-1","-1","-1","","","0","758","0","","","181105_G4_G","-1","1050","-1","-1","","0","1690","-1","GET","0","","","0.53","-1","-1","umich.edu","-1","-1","https://umich.edu/","-1","1690","/skins/um2013/media/images/umich-logo.png","-1","","","2740","1690","2740","2740","2740","0","1690","2740","1050","37","38","1","0","","","","",
"","1045","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/media/images/infographics/schools-colleges.png","-1","-1","-1","-1","","","0","758","0","","","181105_G4_G","-1","1045","-1","-1","","0","1692","-1","GET","0","","","0.55","-1","-1","umich.edu","-1","-1","https://umich.edu/","-1","1692","/media/images/infographics/schools-colleges.png","-1","","","2737","1692","2737","2737","2737","0","1692","2737","1045","38","39","1","0","","","","",
"","1047","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/includes/image/type/features/id/469/name/Law-Library-at-night-gateway.jpg/width/2500/","-1","-1","-1","-1","","","0","758","0","","","181105_G4_G","-1","1047","-1","-1","","0","1692","-1","GET","0","","","0.54","-1","-1","umich.edu","-1","-1","https://umich.edu/","-1","1692","/includes/image/type/features/id/469/name/Law-Library-at-night-gateway.jpg/width/2500/","-1","","","2739","1692","2739","2739","2739","0","1692","2739","1047","39","40","1","0","","","","",
"","1045","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/includes/image/type/features/id/467/name/gateway-rna.jpg/width/160/","-1","-1","-1","-1","","","0","758","0","","","181105_G4_G","-1","1045","-1","-1","","0","1693","-1","GET","0","","","0.56","-1","-1","umich.edu","-1","-1","https://umich.edu/","-1","1693","/includes/image/type/features/id/467/name/gateway-rna.jpg/width/160/","-1","","","2738","1693","2738","2738","2738","0","1693","2738","1045","40","41","1","0","","","","",
"141.211.243.251","223","http/1.1","7913","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/132/name/ResearchDIL-19Aug14_RH%28009%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","8291","59","452","","","181105_G4_G","-1","99","-1","0","0","7913","1717","-1","GET","7913","","","0.14","-1","-1","umich.edu","100","-1","https://umich.edu/","2","1413","/includes/image/type/gallery/id/132/name/ResearchDIL-19Aug14_RH%28009%29.jpg/width/152/height/152/mode/minfit/","0","","","1940","1717","1816","1816","1940","124","1717","1940","223","41","42","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"141.211.243.251","208","http/1.1","5372","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/101/name/ResearchDIL-19Aug14_AT%28069%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","5750","59","452","","","181105_G4_G","-1","81","-1","0","0","5372","1735","-1","GET","5372","","","0.17","-1","-1","umich.edu","100","-1","https://umich.edu/","3","1414","/includes/image/type/gallery/id/101/name/ResearchDIL-19Aug14_AT%28069%29.jpg/width/152/height/152/mode/minfit/","0","","","1943","1735","1816","1816","1943","127","1735","1943","208","42","43","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"141.211.243.251","206","http/1.1","7200","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/100/name/ResearchDIL-19Aug14_AT%28026%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","7578","59","452","","","181105_G4_G","-1","80","-1","0","0","7200","1736","-1","GET","7200","","","0.15","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1414","/includes/image/type/gallery/id/100/name/ResearchDIL-19Aug14_AT%28026%29.jpg/width/152/height/152/mode/minfit/","0","","","1942","1736","1816","1816","1942","126","1736","1942","206","43","44","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"141.211.243.251","209","http/1.1","11983","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/23/name/DIL24Oct11-Slideshow_PS%28015%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","12411","59","452","","","181105_G4_G","-1","81","-1","0","0","11983","1736","-1","GET","11983","","","0.16","-1","-1","umich.edu","100","-1","https://umich.edu/","4","1414","/includes/image/type/gallery/id/23/name/DIL24Oct11-Slideshow_PS%28015%29.jpg/width/152/height/152/mode/minfit/","0","","","1945","1736","1817","1817","1945","128","1736","1945","209","44","45","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"141.211.243.251","129","http/1.1","6401","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/74/name/DIL-6Aug13-Slideshow%28034%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","6777","59","449","","","181105_G4_G","-1","48","-1","0","0","6401","1817","-1","GET","6401","","","0.18","-1","-1","umich.edu","100","-1","https://umich.edu/","2","1414","/includes/image/type/gallery/id/74/name/DIL-6Aug13-Slideshow%28034%29.jpg/width/152/height/152/mode/minfit/","0","","","1946","1817","1865","1865","1946","81","1817","1946","129","45","46","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"141.211.243.251","305","http/1.1","12209","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/113/name/ResearchDIL-19Aug14_DM%28136%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","12636","59","452","","","181105_G4_G","-1","36","-1","0","0","12209","1830","-1","GET","12209","","","0.20","-1","-1","umich.edu","100","-1","https://umich.edu/","3","1415","/includes/image/type/gallery/id/113/name/ResearchDIL-19Aug14_DM%28136%29.jpg/width/152/height/152/mode/minfit/","0","","","2135","1830","1866","1866","2135","269","1830","2135","305","46","47","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"141.211.243.251","118","http/1.1","11371","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/75/name/DIL-6Aug13-Slideshow%28035%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","11796","59","449","","","181105_G4_G","-1","35","-1","0","0","11371","1831","-1","GET","11371","","","0.19","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1415","/includes/image/type/gallery/id/75/name/DIL-6Aug13-Slideshow%28035%29.jpg/width/152/height/152/mode/minfit/","0","","","1949","1831","1866","1866","1949","83","1831","1949","118","47","48","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"141.211.243.251","236","http/1.1","9579","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/129/name/ResearchDIL-19Aug14_LH%28223%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","10006","59","452","","","181105_G4_G","-1","56","-1","0","0","9579","1901","-1","GET","9579","","","0.22","-1","-1","umich.edu","100","-1","https://umich.edu/","3","1416","/includes/image/type/gallery/id/129/name/ResearchDIL-19Aug14_LH%28223%29.jpg/width/152/height/152/mode/minfit/","0","","","2137","1901","1957","1957","2137","180","1901","2137","236","48","49","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"","820","","","","-1","-1","","Font","3","-1","-1","text/plain; charset=utf-8","","1","","-1","-1","https://umich.edu/skins/um2013/vendor/fontawesome-5.4.2/webfonts/fa-solid-900.woff2","-1","-1","200","-1","","","72239","759","0","","","181105_G4_G","-1","31","-1","0","0","0","1920","-1","GET","71952","","","0.61","-1","-1","umich.edu","100","-1","https://umich.edu/","-1","1906","/skins/um2013/vendor/fontawesome-5.4.2/webfonts/fa-solid-900.woff2","0","","","2740","1920","1951","1951","2740","789","1920","2740","820","49","50","1","0","","","","",
"141.211.243.251","301","http/1.1","","","-1","-1","medium","Font","3","-1","-1","text/plain; charset=utf-8","","1","","-1","-1","https://umich.edu/skins/um2013/vendor/fontawesome-5.4.2/webfonts/fa-brands-400.woff2","-1","-1","200","-1","","","69307","759","351","","","181105_G4_G","-1","84","-1","0","0","69020","1925","-1","GET","69020","","","0.63","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1906","/skins/um2013/vendor/fontawesome-5.4.2/webfonts/fa-brands-400.woff2","0","","","2226","1925","2009","2009","2226","217","1925","2226","301","50","51","1","0","","","","",
"141.211.243.251","344","http/1.1","11495","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/43/name/DIL24Oct11-Slideshow_PS%28043%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","11923","59","452","","","181105_G4_G","-1","187","-1","0","0","11495","1995","-1","GET","11495","","","0.23","-1","-1","umich.edu","100","-1","https://umich.edu/","3","1416","/includes/image/type/gallery/id/43/name/DIL24Oct11-Slideshow_PS%28043%29.jpg/width/152/height/152/mode/minfit/","0","","","2339","1995","2182","2182","2339","157","1995","2339","344","51","52","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"173.194.223.100","226","h2","","","-1","-1","high","Script","3","1654","1958","text/javascript","0","1","","100","1721","https://www.google-analytics.com/analytics.js","8","1721","200","237","","","17742","76","167","","gzip","181105_G4_G","1662","144","1663","100","79","43233","2008","58","GET","17301","17301","83","0.52","-1","-1","www.google-analytics.com","100","-1","https://umich.edu/","5","1652","/analytics.js","0","","Google","2234","2008","2152","2152","2234","82","1654","2234","529","52","53","1","0","public, max-age=7200","Mon, 05 Nov 2018 00:55:49 GMT","","",
"141.211.243.251","136","http/1.1","14873","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/55/name/DIL24Oct11-Slideshow_PS%28061%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","15301","59","452","","","181105_G4_G","-1","46","-1","0","0","14873","2098","-1","GET","14873","","","0.24","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1416","/includes/image/type/gallery/id/55/name/DIL24Oct11-Slideshow_PS%28061%29.jpg/width/152/height/152/mode/minfit/","0","","","2234","2098","2144","2144","2234","90","2098","2234","136","53","54","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"141.211.243.251","156","http/1.1","","","-1","-1","medium","XHR","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://umich.edu/apis/country/","-1","-1","200","-1","","","326","792","381","","gzip","181105_G4_G","-1","73","-1","-1","","2","2185","-1","GET","28","28","9","0.65","-1","-1","umich.edu","100","-1","https://umich.edu/skins/um2013/scripts/skin.js?1540387205","1","2133","/apis/country/","-1","","","2341","2185","2258","2258","2341","83","2185","2341","156","54","55","1","0","","","","",
"141.211.243.251","311","http/1.1","5179","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/57/name/DIL24Oct11-Slideshow_PS%28065%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","5558","59","452","","","181105_G4_G","-1","34","-1","0","0","5179","2232","-1","GET","5179","","","0.26","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1417","/includes/image/type/gallery/id/57/name/DIL24Oct11-Slideshow_PS%28065%29.jpg/width/152/height/152/mode/minfit/","0","","","2543","2232","2266","2266","2543","277","2232","2543","311","55","56","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"52.84.140.11","287","http/1.1","","","-1","-1","high","Script","3","1719","2258","application/x-javascript","0","1","","100","1908","https://script.crazyegg.com/pages/scripts/0018/7629.js?428160","139","1908","200","350","","","4566","94","328","","gzip","181105_G4_G","1858","41","1867","100","","10117","2258","41","GET","4099","4099","72","0.57","-1","-1","script.crazyegg.com","100","-1","https://umich.edu/","6","1702","/pages/scripts/0018/7629.js?428160","-1","","Amazon CloudFront","2545","2258","2299","2299","2545","246","1719","2545","817","56","57","1","0","no-cache","","","",
"108.177.103.94","289","h2","","","-1","-1","medium","Font","3","1747","2261","font/ttf","0","1","","100","1929","https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxP.ttf","101","1929","200","332","","","20720","758","175","","gzip","181105_G4_G","1848","181","1860","100","31247408","35408","2262","69","GET","20272","20272","","0.58","-1","-1","fonts.gstatic.com","100","-1","https://umich.edu/","7","1706","/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxP.ttf","100","","Google","2551","2262","2443","2443","2551","108","1747","2551","791","57","58","1","0","public, max-age=31536000","Fri, 01 Nov 2019 16:44:38 GMT","","",
"141.211.243.251","268","http/1.1","8903","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/86/name/DIL-6Aug13-Slideshow%28066%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","9328","59","449","","","181105_G4_G","-1","42","-1","0","0","8903","2279","-1","GET","8903","","","0.27","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1417","/includes/image/type/gallery/id/86/name/DIL-6Aug13-Slideshow%28066%29.jpg/width/152/height/152/mode/minfit/","0","","","2547","2279","2321","2321","2547","226","2279","2547","268","58","59","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","50",
"108.177.103.94","266","h2","","","-1","-1","medium","Font","3","-1","-1","font/ttf","0","1","","100","-1","https://fonts.gstatic.com/s/robotocondensed/v16/ieVl2ZhZI2eCN5jzbjEETS9weq8-19K7CA.ttf","-1","-1","200","-1","","","20623","759","56","","gzip","181105_G4_G","-1","150","-1","100","31247480","35376","2284","-1","GET","20175","20175","","0.59","-1","-1","fonts.gstatic.com","100","-1","https://umich.edu/","7","1903","/s/robotocondensed/v16/ieVl2ZhZI2eCN5jzbjEETS9weq8-19K7CA.ttf","100","","Google","2550","2284","2434","2434","2550","116","2284","2550","266","59","60","1","0","public, max-age=31536000","Fri, 01 Nov 2019 16:45:50 GMT","","",
"108.177.103.94","263","h2","","","-1","-1","medium","Font","3","-1","-1","font/ttf","0","1","","100","-1","https://fonts.gstatic.com/s/robotocondensed/v16/ieVi2ZhZI2eCN5jzbjEETS9weq8-32meGCQYag.ttf","-1","-1","200","-1","","","20626","759","59","","gzip","181105_G4_G","-1","115","-1","100","31247480","35368","2286","-1","GET","20178","20178","","0.60","-1","-1","fonts.gstatic.com","100","-1","https://umich.edu/","7","1906","/s/robotocondensed/v16/ieVi2ZhZI2eCN5jzbjEETS9weq8-32meGCQYag.ttf","100","","Google","2549","2286","2401","2401","2549","148","2286","2549","263","60","61","1","0","public, max-age=31536000","Fri, 01 Nov 2019 16:45:50 GMT","","",
"108.177.103.94","260","h2","","","-1","-1","medium","Font","3","-1","-1","font/ttf","0","1","","100","-1","https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmWUlfBBc9.ttf","-1","-1","200","-1","","","20757","759","42","","gzip","181105_G4_G","-1","56","-1","100","31247408","35236","2286","-1","GET","20309","20309","","0.62","-1","-1","fonts.gstatic.com","100","-1","https://umich.edu/","7","1906","/s/roboto/v18/KFOlCnqEu92Fr1MmWUlfBBc9.ttf","100","","Google","2546","2286","2342","2342","2546","204","2286","2546","260","61","62","1","0","public, max-age=31536000","Fri, 01 Nov 2019 16:44:38 GMT","","",
"141.211.243.251","325","http/1.1","10674","","-1","100","low","Image","3","-1","-1","image/jpeg","","1","","-1","-1","https://umich.edu/includes/image/type/gallery/id/87/name/DIL-6Aug13-Slideshow%28067%29.jpg/width/152/height/152/mode/minfit/","-1","-1","200","-1","0","","11099","59","449","","","181105_G4_G","-1","29","-1","0","0","10674","2339","-1","GET","10674","","","0.28","-1","-1","umich.edu","100","-1","https://umich.edu/","1","1417","/includes/image/type/gallery/id/87/name/DIL-6Aug13-Slideshow%28067%29.jpg/width/152/height/152/mode/minfit/","0","","","2664","2339","2368","2368","2664","296","2339","2664","325","62","63","1","0","public","Sun, 18 Nov 2018 19:54:30 EST","1","0",
"","326","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/includes/image/type/features/id/451/name/StStrat-BlavinSchlr-122.jpg/width/2500/","-1","-1","-1","-1","","","0","378","0","","","181105_G4_G","-1","326","-1","-1","","0","2413","-1","GET","0","","732","0.66","-1","-1","umich.edu","-1","-1","https://umich.edu/skins/um2013/scripts/skin.js?1540387205","-1","2413","/includes/image/type/features/id/451/name/StStrat-BlavinSchlr-122.jpg/width/2500/","-1","","","2739","2413","2739","2739","2739","0","2413","2739","326","63","64","1","0","","","","",
"","318","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/includes/image/type/features/id/457/name/41696566621_696882186c_o.jpg/width/2500/","-1","-1","-1","-1","","","0","378","0","","","181105_G4_G","-1","318","-1","-1","","0","2422","-1","GET","0","","716","0.67","-1","-1","umich.edu","-1","-1","https://umich.edu/skins/um2013/scripts/skin.js?1540387205","-1","2422","/includes/image/type/features/id/457/name/41696566621_696882186c_o.jpg/width/2500/","-1","","","2740","2422","2740","2740","2740","0","2422","2740","318","64","65","1","0","","","","",
"","315","","","","-1","-1","","Image","3","-1","-1","","","1","","-1","-1","https://umich.edu/includes/image/type/features/id/455/name/AnyaSirota.jpg/width/2500/","-1","-1","-1","-1","","","0","378","0","","","181105_G4_G","-1","315","-1","-1","","0","2423","-1","GET","0","","716","0.68","-1","-1","umich.edu","-1","-1","https://umich.edu/skins/um2013/scripts/skin.js?1540387205","-1","2423","/includes/image/type/features/id/455/name/AnyaSirota.jpg/width/2500/","-1","","","2738","2423","2738","2738","2738","0","2423","2738","315","65","66","1","0","","","","",
"72.21.91.66","54","http/1.1","","","-1","-1","high","Script","3","1912","2508","application/javascript; charset=utf-8","0","1","","100","2050","https://platform.twitter.com/widgets.js","102","2050","200","458","","","28314","2","306","","gzip","181105_G4_G","2014","25","2016","100","1800","94986","2509","34","GET","27917","27917","75","0.64","-1","-1","platform.twitter.com","100","-1","https://umich.edu/skins/um2013/scripts/skin.js?1540387205","8","1910","/widgets.js","0","","Edgecast","2563","2509","2534","2534","2563","29","1912","2563","648","66","67","1","0","public, max-age=1800","","","",
"141.211.243.251","1304","http/1.1","","","-1","-1","high","Document","3","2758","2847","text/html; charset=utf-8","0","1","","100","2787","https://umich.edu/","3","2787","200","60","","","10982","","375","","gzip","181105_G4_G","2761","101","2762","-1","","48922","2847","25","GET","10613","10613","","0.69","-1","-1","umich.edu","100","-1","","10","2741","/","-1","","","4151","2847","2948","2948","4151","1203","2758","4151","1392","67","68","1","0","","","","",
"72.21.91.66","173","http/1.1","","","-1","-1","high","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://platform.twitter.com/widgets/widget_iframe.53652c702a2e752df1a75e4b2ec51f45.html?origin=https%3A%2F%2Fumich.edu&settingsEndpoint=https%3A%2F%2Fsyndication.twitter.com%2Fsettings","-1","-1","200","-1","","","6171","8","512","","gzip","181105_G4_G","-1","41","-1","100","","15100","3048","-1","GET","5783","5783","38577","0.70","-1","-1","platform.twitter.com","100","-1","https://platform.twitter.com/widgets.js","8","3047","/widgets/widget_iframe.53652c702a2e752df1a75e4b2ec51f45.html?origin=https%3A%2F%2Fumich.edu&settingsEndpoint=https%3A%2F%2Fsyndication.twitter.com%2Fsettings","-1","","Edgecast","3221","3048","3089","3089","3221","132","3048","3221","173","68","69","1","0","public, max-age=315360000","","","",
"199.16.156.241","143","h2","","","-1","-1","medium","Fetch","3","3261","3580","application/json; charset=utf-8","0","1","","100","3397","https://syndication.twitter.com/settings","55","3397","200","183","","","636","12","303","","gzip","181105_G4_G","3316","90","3317","100","600","97","3581","80","GET","106","106","7794","0.71","-1","-1","syndication.twitter.com","100","-1","https://platform.twitter.com/widgets/widget_iframe.53652c702a2e752df1a75e4b2ec51f45.html?origin=https%3A%2F%2Fumich.edu&settingsEndpoint=https%3A%2F%2Fsyndication.twitter.com%2Fsettings","9","3259","/settings","0","","Twitter","3724","3581","3671","3671","3724","53","3261","3724","461","69","70","1","0","must-revalidate, max-age=600","","","",
