"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"","291","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://www.yahoo.com/p.gif?for=Function&beaconType=wafer_log&info=%7B%22duration%22%3A291%2C%22source%22%3A%22NETWORK%22%2C%22url%22%3A%22/tdv2_fp/remote%3Fconfig.setDiscoveredCookie%3Dtrue%26config.xhrPathPrefix%3D%252Ftdv2_fp%252Fremote%26ctrl%3DUserIntentPreference%26m_id%3Dtdv2-applet-cards%26m_mode%3Djson%22%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","-1","-1","200","-1","","2064","1","0","","private","181105_P9_M","-1","291","-1","0","0","0","2325","-1","POST","153","","81819","0.64","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","2325","/p.gif?for=Function&beaconType=wafer_log&info=%7B%22duration%22%3A291%2C%22source%22%3A%22NETWORK%22%2C%22url%22%3A%22/tdv2_fp/remote%3Fconfig.setDiscoveredCookie%3Dtrue%26config.xhrPathPrefix%3D%252Ftdv2_fp%252Fremote%26ctrl%3DUserIntentPreference%26m_id%3Dtdv2-applet-cards%26m_mode%3Djson%22%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","0","","","2616","2325","2616","2616","2616","0","2325","2616","291","60","61","1","0","","","","","","","",
"69.147.82.61","267","7531","","-1","100","Image","3","-1","-1","image/png","","1","","-1","-1","https://s.yimg.com/cv/ae/news/Purple-News.png","-1","-1","200","-1","0","9159","102","35","","max-age=31536000,public","181105_P9_M","-1","28","-1","100","30503042","7531","2348","-1","GET","7531","","59802","0.65","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","2347","/cv/ae/news/Purple-News.png","100","","Yahoo","2615","2348","2376","2376","2615","239","2348","2615","267","61","62","1","0","h2","low","","","Sat, 05 Sep 2026 00:00:00 GMT","","",
"69.147.82.61","295","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/darla/3-4-0/html/r-csc.html","-1","-1","200","-1","","2542","1","87","","public,max-age=86400","181105_P9_M","-1","41","-1","100","","2241","2484","-1","GET","1143","1143","24328","0.66","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/rq/darla/3-4-0/js/g-r-min.js","2","2482","/rq/darla/3-4-0/html/r-csc.html","-1","","Yahoo","2779","2484","2525","2525","2779","254","2484","2779","295","62","63","1","0","h2","high","","gzip","","","",
"69.147.82.61","261","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/darla/3-4-0/html/r-sf.html","-1","-1","200","-1","","2032","1","37","","public,max-age=86400","181105_P9_M","-1","47","-1","100","","1432","2612","-1","GET","634","634","21094","0.67","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/rq/darla/3-4-0/js/g-r-min.js","2","2611","/rq/darla/3-4-0/html/r-sf.html","-1","","Yahoo","2873","2612","2659","2659","2873","214","2612","2873","261","63","64","1","0","h2","high","","gzip","","","",
"52.72.184.229","220","","","-1","-1","XHR","3","1320","2643","application/json","0","1","","100","2516","https://guce.yahoo.com/v1/consentCheck?brandType=nonEu&done=https%3A%2F%2Fwww.yahoo.com%2F&gcrumb=80mtXH4=&lang=en-US&jsVersion=1.0.6","1117","2516","200","127","","625","2","484","","","181105_P9_M","2437","97","2438","0","0","162","2643","78","GET","167","167","12201","0.48","-1","-1","guce.yahoo.com","100","-1","https://s.yimg.com/oa/guce-1.0.6.js","6","1293","/v1/consentCheck?brandType=nonEu&done=https%3A%2F%2Fwww.yahoo.com%2F&gcrumb=80mtXH4=&lang=en-US&jsVersion=1.0.6","0","","","2863","2643","2740","2740","2863","123","1320","2863","1542","64","65","1","0","http/1.1","medium","","gzip","","","",
"66.218.84.43","214","","","-1","-1","XHR","3","-1","-1","","","1","","-1","-1","https://udc.yahoo.com/v2/public/yql?yhlVer=2&yhlClient=rapid&yhlS=1197228339&yhlCT=2&yhlBTMS=1541379559484&yhlClientVer=3.53.1&yhlRnd=agueZT2DledCisih&yhlCompressed=3","-1","-1","204","-1","","17","1","1910","","private, no-cache, no-store, must-revalidate, max-age=0","181105_P9_M","-1","99","-1","-1","","0","2650","-1","POST","0","","9656","0.68","-1","-1","udc.yahoo.com","-1","-1","https://s.yimg.com/ss/rapid-3.53.1.js","5","2648","/v2/public/yql?yhlVer=2&yhlClient=rapid&yhlS=1197228339&yhlCT=2&yhlBTMS=1541379559484&yhlClientVer=3.53.1&yhlRnd=agueZT2DledCisih&yhlCompressed=3","-1","","","2864","2650","2749","2749","2864","115","2650","2864","214","65","66","1","0","h2","medium","","","Wed, 01 Mar 1995 00:00:00 GMT","","",
"","190","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://geo.yahoo.com/p?s=1197228339&t=dO6Xotz1oRUbkmgQ,0.8353837219724454&_I=&_AO=0&_NOL=0&_R=&_P=3.53.1%05_pl%031%04A_v%033.53.1%04A_cn%03VERSIONED-PROD%04test%03MFPNAD01%2CFPMRAP12%2Cstrm013%04_bt%03rapid%04A_pr%03https%04A_tzoff%03-5%04A_sid%03J0JFNlUHpefM4M4O%04_w%03www.yahoo.com%2F%04_rid%037os92j5dtv5f5%04mrkt%03us%04pt%03home%04site%03fp%04ver%03ss%04uh_vw%030%04colo%03ne1%04navtype%03server%04bw%03375%04bh%03656%04A_pfb%0388%04A_pbp%03292%04A_psr%03379%04A_pol%032332%04A_pdi%032000%04A_pdl%0358%04A_psh%03127%04A_psc%03174%04A_pfe%031385%04etrg%03backgroundPost%04outcm%03performance%04usergenf%030%04etag%03performance%04_E%03pageperf%04_ts%031541379559%04_ms%03509%04A_sr%03375x667%04A_vr%03375x667%04A_do%03%04A_ib%03375x603%04A_ob%03375x603%04A_srr%032","-1","-1","200","-1","","876","1","0","","no-cache, no-store, private","181105_P9_M","-1","190","-1","-1","","0","2673","-1","POST","43","","7447","0.69","-1","-1","geo.yahoo.com","100","-1","https://s.yimg.com/ss/rapid-3.53.1.js","-1","2673","/p?s=1197228339&t=dO6Xotz1oRUbkmgQ,0.8353837219724454&_I=&_AO=0&_NOL=0&_R=&_P=3.53.1%05_pl%031%04A_v%033.53.1%04A_cn%03VERSIONED-PROD%04test%03MFPNAD01%2CFPMRAP12%2Cstrm013%04_bt%03rapid%04A_pr%03https%04A_tzoff%03-5%04A_sid%03J0JFNlUHpefM4M4O%04_w%03www.yahoo.com%2F%04_rid%037os92j5dtv5f5%04mrkt%03us%04pt%03home%04site%03fp%04ver%03ss%04uh_vw%030%04colo%03ne1%04navtype%03server%04bw%03375%04bh%03656%04A_pfb%0388%04A_pbp%03292%04A_psr%03379%04A_pol%032332%04A_pdi%032000%04A_pdl%0358%04A_psh%03127%04A_psc%03174%04A_pfe%031385%04etrg%03backgroundPost%04outcm%03performance%04usergenf%030%04etag%03performance%04_E%03pageperf%04_ts%031541379559%04_ms%03509%04A_sr%03375x667%04A_vr%03375x667%04A_do%03%04A_ib%03375x603%04A_ob%03375x603%04A_srr%032","-1","","","2863","2673","2863","2863","2863","0","2673","2863","190","66","67","1","0","","","","","","","",
"69.147.82.61","130","","","-1","-1","Script","3","-1","-1","application/javascript; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/sbox/bv.js","-1","-1","200","-1","","1666","1","25","","public,max-age=1800","181105_P9_M","-1","37","-1","100","630","357","2842","-1","GET","257","257","88","0.70","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/rq/darla/3-4-0/html/r-csc.html","2","2841","/rq/sbox/bv.js","0","","Yahoo","2972","2842","2879","2879","2972","93","2842","2972","130","67","68","1","0","h2","high","","gzip","","","",
"","363","","","-1","-1","Beacon","3","-1","-1","","","1","","-1","-1","https://ganon.yahoo.com/p?s=1197805870&t=1541379559707&outcm=decision&gm_crsn=1&gm_ra=3&gm_pjs=1640&_R=www.yahoo.com&_w=https%3A%2F%2Fwww.yahoo.com%2F&etrg=backgroundPost&ver=gucejs&gm_vn=1.0.6&gm_beu=0&gm_inline=1&gm_lang=en-US&gm_np=yahoo","-1","-1","-1","-1","","0","2","0","","","181105_P9_M","-1","363","-1","-1","","0","2871","-1","POST","0","","2153","0.71","-1","-1","ganon.yahoo.com","-1","-1","https://s.yimg.com/oa/guce-1.0.6.js","-1","2871","/p?s=1197805870&t=1541379559707&outcm=decision&gm_crsn=1&gm_ra=3&gm_pjs=1640&_R=www.yahoo.com&_w=https%3A%2F%2Fwww.yahoo.com%2F&etrg=backgroundPost&ver=gucejs&gm_vn=1.0.6&gm_beu=0&gm_inline=1&gm_lang=en-US&gm_np=yahoo","-1","","","3234","2871","3234","3234","3234","0","2871","3234","363","68","69","1","0","","","","","","","",
"69.147.82.61","145","","","-1","-1","Script","3","-1","-1","application/javascript; charset=utf-8","0","1","","100","-1","https://s.yimg.com/rq/darla/3-4-0/js/sfext-min.js","-1","-1","200","-1","","28969","34","74","","public,max-age=86400","181105_P9_M","-1","58","-1","100","22043","64745","2878","-1","GET","27556","27556","","0.72","-1","-1","s.yimg.com","100","-1","https://s.yimg.com/rq/darla/3-4-0/html/r-sf.html","2","2877","/rq/darla/3-4-0/js/sfext-min.js","50","","Yahoo","3023","2878","2936","2936","3023","87","2878","3023","145","69","70","1","0","h2","high","","gzip","","","",
"52.72.184.229","287","","","-1","-1","XHR","3","2652","2936","application/json","","1","","-1","2720","https://guce.yahoo.com/v1/consentRecord?consentTypes=iab%2CoathVendorsConsent&oathVendorIds=106","10","2720","400","216","","539","3","446","","","181105_P9_M","2662","46","2663","-1","","64","2937","57","GET","82","","1783","0.52","-1","-1","guce.yahoo.com","-1","-1","https://s.yimg.com/aaq/cmp/version/2.10.0/cmp.js","7","1559","/v1/consentRecord?consentTypes=iab%2CoathVendorsConsent&oathVendorIds=106","-1","","","3224","2937","2983","2983","3224","241","2652","3224","570","70","71","1","0","http/1.1","medium","","gzip","","","",
"","437","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://pr-bh.ybp.yahoo.com/fac-sync?cb=0.479209392877461","-1","-1","302","-1","","1344","1","0","","","181105_P9_M","-1","437","-1","-1","","0","3021","-1","GET","0","","217","0.74","-1","-1","pr-bh.ybp.yahoo.com","-1","-1","https://s.yimg.com/rq/sbox/bv.js","-1","3021","/fac-sync?cb=0.479209392877461","-1","","","3458","3021","3458","3458","3458","0","3021","3458","437","71","72","1","0","","","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
"69.147.82.61","88","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://s.yimg.com/lq/lib/3pm/cs_0.2.js","-1","-1","200","-1","","2527","773","31","","public,max-age=315360000","181105_P9_M","-1","34","-1","100","315193925","1420","3233","-1","GET","875","875","33","0.75","-1","-1","s.yimg.com","100","-1","https://www.yahoo.com/","2","3232","/lq/lib/3pm/cs_0.2.js","100","","Yahoo","3321","3233","3267","3267","3321","54","3233","3321","88","72","73","1","0","h2","high","","gzip","Thu, 18 May 2028 14:38:14 GMT","","",
"","217","","","-1","-1","Beacon","3","-1","-1","","","1","","-1","-1","https://beap.gemini.yahoo.com/mbcsc?bv=1.0.0&es=aIIrqDMGIS.ghQ.WFBkOsFm8gCuUNAxtHsiBvb3pI7OadZCMCexYmkeAeX3vbPpYfbFfJIJZmQbfq8tpszmyKfBTMqPr7.z7x7R28GuY0BdODU0_LgSP8AFaLI2a3DlixFQ1STLuKGgvYvCzxAt4w28wOBO4kG2TDMbKR27oVH5l75C_Kfs83NCeM6lUccHH1hE5wnDPBY2It4EjWIVPePJNuzB7BxSMhhsfubLij5HudDTgawPp6lJ7IHNOgPQo19r0P7Ai9XvfpS0N.PSat3Eab8vhi0.kDD.T0W3pRNNS1tfYMilzc4tGT2QhXfVqL8KpRpGdp6HXknsPZstDqhUdxLGG3z21p5Agzk3GVWJz6rCDEEy0Zx0GAsyB7H1LXR9FlbyF5LWVw1YFe5vAwDPUbaj5wsKGKPdo6RSZRPQOx.2NHsEOg8QbQg0-&ap=2","-1","-1","-1","-1","","0","1","0","","","181105_P9_M","-1","217","-1","-1","","0","3242","-1","POST","0","","81819","0.76","-1","-1","beap.gemini.yahoo.com","-1","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","3242","/mbcsc?bv=1.0.0&es=aIIrqDMGIS.ghQ.WFBkOsFm8gCuUNAxtHsiBvb3pI7OadZCMCexYmkeAeX3vbPpYfbFfJIJZmQbfq8tpszmyKfBTMqPr7.z7x7R28GuY0BdODU0_LgSP8AFaLI2a3DlixFQ1STLuKGgvYvCzxAt4w28wOBO4kG2TDMbKR27oVH5l75C_Kfs83NCeM6lUccHH1hE5wnDPBY2It4EjWIVPePJNuzB7BxSMhhsfubLij5HudDTgawPp6lJ7IHNOgPQo19r0P7Ai9XvfpS0N.PSat3Eab8vhi0.kDD.T0W3pRNNS1tfYMilzc4tGT2QhXfVqL8KpRpGdp6HXknsPZstDqhUdxLGG3z21p5Agzk3GVWJz6rCDEEy0Zx0GAsyB7H1LXR9FlbyF5LWVw1YFe5vAwDPUbaj5wsKGKPdo6RSZRPQOx.2NHsEOg8QbQg0-&ap=2","-1","","","3459","3242","3459","3459","3459","0","3242","3459","217","73","74","1","0","","","","","","","",
"152.195.32.163","187","","","-1","-1","Document","3","3021","3266","text/html","0","1","","100","3128","https://tag.sp.advertising.com/bid-apid/bid-apid-idsync.html","65","3128","200","138","","525","1","207","","","181105_P9_M","3086","25","3087","100","","136","3267","41","GET","124","124","136","0.73","-1","-1","tag.sp.advertising.com","100","-1","https://s.yimg.com/rq/sbox/bv.js","8","3020","/bid-apid/bid-apid-idsync.html","-1","","Edgecast","3454","3267","3292","3292","3454","162","3021","3454","431","74","75","1","0","h2","high","","gzip","","","",
"52.206.18.154","551","","","-1","-1","","3","-1","-1","text/plain","","1","","-1","-1","https://sync.adaptv.advertising.com/sync?rUrl=https://pr-bh.ybp.yahoo.com/sync/adaptv_ortb/csrc/7/%7Bcombo_uid%7D","-1","-1","410","-1","","89","","687","","","181105_P9_M","-1","54","-1","-1","","10","3458","-1","GET","10","","","0.74.1","-1","-1","sync.adaptv.advertising.com","-1","-1","","9","3458","/sync?rUrl=https://pr-bh.ybp.yahoo.com/sync/adaptv_ortb/csrc/7/%7Bcombo_uid%7D","-1","","","4009","3458","3512","3512","4009","497","3458","4009","551","75","76","1","0","http/1.1","low","","","","","",
"152.195.32.163","193","","","-1","-1","Script","3","-1","-1","application/javascript","0","1","","100","-1","https://tag.sp.advertising.com/bid-apid/bid-apid-idsync.js","-1","-1","200","-1","","1983","5","86","","","181105_P9_M","-1","145","-1","100","0","3811","3458","-1","GET","1568","1568","","0.77","-1","-1","tag.sp.advertising.com","100","-1","https://tag.sp.advertising.com/bid-apid/bid-apid-idsync.html","8","3456","/bid-apid/bid-apid-idsync.js","0","","Edgecast","3651","3458","3603","3603","3651","48","3458","3651","193","76","77","1","0","h2","high","","gzip","","","",
"","536","","","-1","-1","Image","3","-1","-1","","","1","","-1","-1","https://sb.scorecardresearch.com/p?c1=2&c2=7241469&c5=1197228339&c7=https%3A%2F%2Fwww.yahoo.com%2F&c14=-1&ns__t=1541379560310&ns_c=UTF-8","-1","-1","302","-1","","578","1","0","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_P9_M","-1","536","-1","-1","","0","3474","-1","GET","0","","479","0.78","-1","-1","sb.scorecardresearch.com","-1","-1","https://s.yimg.com/lq/lib/3pm/cs_0.2.js","-1","3474","/p?c1=2&c2=7241469&c5=1197228339&c7=https%3A%2F%2Fwww.yahoo.com%2F&c14=-1&ns__t=1541379560310&ns_c=UTF-8","-1","","","4010","3474","4010","4010","4010","0","3474","4010","536","77","78","1","0","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"","85","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://www.yahoo.com/p.gif?for=IDB-connection-success&beaconType=wafer_log&info=%7B%22duration%22%3A1483%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","-1","-1","200","-1","","1355","1","0","","private","181105_P9_M","-1","85","-1","0","0","0","3678","-1","POST","153","","81819","0.79","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","3678","/p.gif?for=IDB-connection-success&beaconType=wafer_log&info=%7B%22duration%22%3A1483%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","0","","","3763","3678","3763","3763","3763","0","3678","3763","85","78","79","1","0","","","","","","","",
"","423","","","-1","-1","Image","3","-1","-1","text/html;charset=utf-8","","1","","-1","-1","https://cms.analytics.yahoo.com/cms?partner_id=ADOBE&orig=ono","-1","-1","302","-1","","627","1","0","","","181105_P9_M","-1","423","-1","-1","","0","3683","-1","GET","0","","1558","0.80","-1","-1","cms.analytics.yahoo.com","-1","-1","https://tag.sp.advertising.com/bid-apid/bid-apid-idsync.js","-1","3683","/cms?partner_id=ADOBE&orig=ono","-1","","","4106","3683","4106","4106","4106","0","3683","4106","423","79","80","1","0","","","","","","","",
"","430","","","-1","-1","Image","3","-1","-1","text/html;charset=utf-8","","1","","-1","-1","https://cms.analytics.yahoo.com/cms?partner_id=VISPP&orig=ono","-1","-1","302","-1","","490","1","0","","","181105_P9_M","-1","430","-1","-1","","0","3684","-1","GET","0","","1558","0.81","-1","-1","cms.analytics.yahoo.com","-1","-1","https://tag.sp.advertising.com/bid-apid/bid-apid-idsync.js","-1","3684","/cms?partner_id=VISPP&orig=ono","-1","","","4114","3684","4114","4114","4114","0","3684","4114","430","80","81","1","0","","","","","","","",
"","81","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://www.yahoo.com/p.gif?for=IDB-connection-success&beaconType=wafer_log&info=%7B%22duration%22%3A1736%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","-1","-1","200","-1","","1356","1","0","","private","181105_P9_M","-1","81","-1","0","0","0","3930","-1","POST","153","","81819","0.82","-1","-1","www.yahoo.com","100","-1","https://s.yimg.com/aaq/wf/wf-core-1.4.2.js","-1","3930","/p.gif?for=IDB-connection-success&beaconType=wafer_log&info=%7B%22duration%22%3A1736%7D&rid=7os92j5dtv5f5&bucket=MFPNAD01,FPMRAP12,strm013&apptype=default","0","","","4011","3930","4011","4011","4011","0","3930","4011","81","81","82","1","0","","","","","","","",
"","107","","","-1","-1","Beacon","3","-1","-1","image/gif","","1","","-1","-1","https://geo.yahoo.com/p?s=1197228339&t=spjN5Jf0QZLxxawi,0.535741426207902&_I=&_AO=0&_NOL=0&_R=&_P=3.53.1%05_pl%031%04A_v%033.53.1%04A_cn%03VERSIONED-PROD%04test%03MFPNAD01%2CFPMRAP12%2Cstrm013%04_bt%03rapid%04A_pr%03https%04A_tzoff%03-5%04A_sid%03J0JFNlUHpefM4M4O%04_w%03www.yahoo.com%2F%04_rid%037os92j5dtv5f5%04mrkt%03us%04pt%03home%04site%03fp%04ver%03ss%04uh_vw%030%04colo%03ne1%04navtype%03server%04bw%03375%04bh%03656%04_guc%03AQEBAQFb4ONcskIjeQTg%26s%3DAQAAAAqluJte%26g%3DW9-V8Q%04A_cmi%03%7B%22AFT%22%3A2100%2C%22AFT1%22%3A2100%2C%22STR%22%3A2142%2C%22VIC%22%3A2100%2C%22PLT%22%3A2332%2C%22DOMC%22%3A1313%2C%22HTTPC%22%3A64%2C%22CP%22%3A95.6882255389718%2C%22NCP%22%3A100%7D%04A_utm%03%7B%22COSTLY_RESOURCE%22%3A1424%2C%22X_FB1%22%3A14%2C%22X_FBN%22%3A22%2C%22DARLA_RSTART%22%3A2399%2C%22ADSTART_WFPAD%22%3A2533%2C%22DARLA_REND%22%3A2618%2C%22ADEND_WFPAD%22%3A3225%2C%22CONNECTION_TYPE%22%3A%22unknown%22%7D%04etrg%03backgroundPost%04outcm%03performance%04usergenf%030%04etag%03performance%04_E%03pageperf%04_ts%031541379560%04_ms%03843%04A_sr%03375x667%04A_vr%03375x667%04A_do%03%04A_ib%03375x603%04A_ob%03375x603%04A_srr%032","-1","-1","200","-1","","876","1","0","","no-cache, no-store, private","181105_P9_M","-1","107","-1","-1","","0","4008","-1","POST","43","","7447","0.83","-1","-1","geo.yahoo.com","100","-1","https://s.yimg.com/ss/rapid-3.53.1.js","-1","4008","/p?s=1197228339&t=spjN5Jf0QZLxxawi,0.535741426207902&_I=&_AO=0&_NOL=0&_R=&_P=3.53.1%05_pl%031%04A_v%033.53.1%04A_cn%03VERSIONED-PROD%04test%03MFPNAD01%2CFPMRAP12%2Cstrm013%04_bt%03rapid%04A_pr%03https%04A_tzoff%03-5%04A_sid%03J0JFNlUHpefM4M4O%04_w%03www.yahoo.com%2F%04_rid%037os92j5dtv5f5%04mrkt%03us%04pt%03home%04site%03fp%04ver%03ss%04uh_vw%030%04colo%03ne1%04navtype%03server%04bw%03375%04bh%03656%04_guc%03AQEBAQFb4ONcskIjeQTg%26s%3DAQAAAAqluJte%26g%3DW9-V8Q%04A_cmi%03%7B%22AFT%22%3A2100%2C%22AFT1%22%3A2100%2C%22STR%22%3A2142%2C%22VIC%22%3A2100%2C%22PLT%22%3A2332%2C%22DOMC%22%3A1313%2C%22HTTPC%22%3A64%2C%22CP%22%3A95.6882255389718%2C%22NCP%22%3A100%7D%04A_utm%03%7B%22COSTLY_RESOURCE%22%3A1424%2C%22X_FB1%22%3A14%2C%22X_FBN%22%3A22%2C%22DARLA_RSTART%22%3A2399%2C%22ADSTART_WFPAD%22%3A2533%2C%22DARLA_REND%22%3A2618%2C%22ADEND_WFPAD%22%3A3225%2C%22CONNECTION_TYPE%22%3A%22unknown%22%7D%04etrg%03backgroundPost%04outcm%03performance%04usergenf%030%04etag%03performance%04_E%03pageperf%04_ts%031541379560%04_ms%03843%04A_sr%03375x667%04A_vr%03375x667%04A_do%03%04A_ib%03375x603%04A_ob%03375x603%04A_srr%032","-1","","","4115","4008","4115","4115","4115","0","4008","4115","107","82","83","1","0","","","","","","","",
"23.212.111.187","105","43","","-1","100","","3","-1","-1","image/gif","","1","","-1","-1","https://sb.scorecardresearch.com/p2?c1=2&c2=7241469&c5=1197228339&c7=https%3A%2F%2Fwww.yahoo.com%2F&c14=-1&ns__t=1541379560310&ns_c=UTF-8","-1","-1","200","-1","0","276","","931","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_P9_M","-1","105","-1","100","","43","4010","-1","GET","43","","","0.78.1","-1","-1","sb.scorecardresearch.com","100","-1","","10","4010","/p2?c1=2&c2=7241469&c5=1197228339&c7=https%3A%2F%2Fwww.yahoo.com%2F&c14=-1&ns__t=1541379560310&ns_c=UTF-8","-1","","Akamai","4115","4010","4115","4115","4115","0","4010","4115","105","83","84","1","0","http/1.1","low","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"","503","","","-1","-1","","3","-1","-1","","","1","","-1","-1","https://dpm.demdex.net/ibs:dpid=30646?dpuuid=ZrWLNlHv0kgGRvzmif8pJ2CPgK.S4_PmG_1EBQ--&redir=https%3A%2F%2Fcms.analytics.yahoo.com%2Fcms%2F%3Fpartner_id%3DADOBE%26_origin%3Dfalse%26_redirect%3Dfalse%26_hosted_id%3D%24%7BDD_UUID%7D","-1","-1","302","-1","","512","","0","","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","181105_P9_M","-1","503","-1","-1","","0","4106","-1","GET","0","","","0.80.1","-1","-1","dpm.demdex.net","-1","-1","","-1","4106","/ibs:dpid=30646?dpuuid=ZrWLNlHv0kgGRvzmif8pJ2CPgK.S4_PmG_1EBQ--&redir=https%3A%2F%2Fcms.analytics.yahoo.com%2Fcms%2F%3Fpartner_id%3DADOBE%26_origin%3Dfalse%26_redirect%3Dfalse%26_hosted_id%3D%24%7BDD_UUID%7D","-1","","","4609","4106","4609","4609","4609","0","4106","4609","503","84","85","1","0","","","","","Thu, 01 Jan 1970 00:00:00 GMT","","",
