"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"108.177.112.106","920","42","","-1","100","","3","-1","-1","","1","","-1","-1","https://www.google.com/pagead/1p-conversion/955040534/?random=1630945218&cv=9&fst=*&num=2&label=Qa7nCPzN0V8QloazxwM&bg=ffffff&hl=en&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D&ref=https://ae.nflximg.net/monet/scripts/adtech_iframe_target_04.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D&fmt=3&ctc_id=CAIVAgAAAB0CAAAA&ct_cookie_present=false&crd=CKrPGwiC0Bs&gtd=&cdct=2&is_vtc=1&ocp_id=g5bfW9qIK9iApgP7h6t4&random=3423054857&resp=GooglemKTybQhCsO","-1","-1","200","-1","0","481","13","1709","","no-cache, no-store, must-revalidate","181105_TB_Q","-1","831","-1","100","","84","4346","-1","GET","42","","","0.37.1","-1","-1","www.google.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","18","4346","/pagead/1p-conversion/955040534/?random=1630945218&cv=9&fst=*&num=2&label=Qa7nCPzN0V8QloazxwM&bg=ffffff&hl=en&guid=ON&resp=GooglemKTybQhCsO&eid=659255991&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_his=1&u_tz=-300&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=2&url=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D&ref=https://ae.nflximg.net/monet/scripts/adtech_iframe_target_04.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D&fmt=3&ctc_id=CAIVAgAAAB0CAAAA&ct_cookie_present=false&crd=CKrPGwiC0Bs&gtd=&cdct=2&is_vtc=1&ocp_id=g5bfW9qIK9iApgP7h6t4&random=3423054857&resp=GooglemKTybQhCsO","-1","","Google","5266","4346","5177","5177","5266","89","4346","5266","920","36","37","1","0","h2","low","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"108.177.103.149","94","","","-1","-1","Document","3","4179","4473","0","1","","100","4304","https://4968236.fls.doubleclick.net/activityi;src=4968236;type=naanz-nm;cat=dcmna0;u1=US;ord=713283861542.5774?","63","4304","200","169","","1165","13","461","","no-cache, must-revalidate","181105_TB_Q","4242","71","4243","100","","766","4474","61","GET","494","494","15","0.33","-1","-1","4968236.fls.doubleclick.net","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","14","4177","/activityi;src=4968236;type=naanz-nm;cat=dcmna0;u1=US;ord=713283861542.5774","-1","","Google","4568","4474","4545","4545","4568","23","4179","4568","387","37","38","1","0","h2","high","text/html; charset=UTF-8","","gzip","Fri, 01 Jan 1990 00:00:00 GMT","","",
"108.177.103.149","159","","","-1","-1","Document","3","4208","4494","0","1","","100","4337","https://4954221.fls.doubleclick.net/activityi;src=4954221;type=gl-nmh;cat=dcmgl0;u1=US;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=271839919830.96402?","67","4337","200","157","","1195","12","495","","no-cache, must-revalidate","181105_TB_Q","4275","75","4277","100","","816","4495","60","GET","524","524","15","0.34","-1","-1","4954221.fls.doubleclick.net","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","15","4206","/activityi;src=4954221;type=gl-nmh;cat=dcmgl0;u1=US;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=271839919830.96402","-1","","Google","4654","4495","4570","4570","4654","84","4208","4654","443","38","39","1","0","h2","high","text/html; charset=UTF-8","","gzip","Fri, 01 Jan 1990 00:00:00 GMT","","",
"35.163.197.253","135","","","-1","-1","XHR","3","4217","4544","","1","","-1","4330","https://ichnaea-web.netflix.com/log","20","4330","200","214","","895","13","2214","","","181105_TB_Q","4237","97","4239","-1","","0","4544","91","POST","0","","","0.35","-1","-1","ichnaea-web.netflix.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","16","4210","/log","-1","","","4679","4544","4641","4641","4679","38","4217","4679","460","39","40","1","0","http/1.1","medium","text/plain","","","","","",
"108.177.9.156","136","","","-1","-1","Document","3","4599","4847","0","1","","100","4701","https://adservice.google.com/ddm/fls/i/src=4968236;type=naanz-nm;cat=dcmna0;u1=US;ord=713283861542.5774;_dc_1=1;~oref=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D","44","4701","200","146","","689","","599","","private, max-age=0","181105_TB_Q","4643","74","4643","100","","194","4849","58","GET","177","177","","0.38","-1","-1","adservice.google.com","100","-1","","17","4593","/ddm/fls/i/src=4968236;type=naanz-nm;cat=dcmna0;u1=US;ord=713283861542.5774;_dc_1=1;~oref=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D","-1","","Google","4985","4849","4923","4923","4985","62","4599","4985","384","40","41","1","0","h2","high","text/html; charset=UTF-8","","gzip","Mon, 05 Nov 2018 01:01:56 GMT","","",
"108.177.9.156","138","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://adservice.google.com/ddm/fls/i/src=4954221;type=gl-nmh;cat=dcmgl0;u1=US;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=271839919830.96402;_dc_1=1;~oref=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D","-1","-1","200","-1","","689","","501","","private, max-age=0","181105_TB_Q","-1","73","-1","100","","194","4853","-1","GET","177","177","","0.39","-1","-1","adservice.google.com","100","-1","","17","4673","/ddm/fls/i/src=4954221;type=gl-nmh;cat=dcmgl0;u1=US;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=271839919830.96402;_dc_1=1;~oref=https://ae.nflximg.net/monet/scripts/netflix_tag_03.html%3Fdata%3D%257B%2522membership_status%2522%253A%2522ANONYMOUS%2522%252C%2522country%2522%253A%2522US%2522%252C%2522fbaId%2522%253A%252283f44161-3327-4109-802c-3aed61364262%2522%252C%2522is_member%2522%253A%2522anonymous%2522%252C%2522wasFormerMember%2522%253Afalse%252C%2522referrer%2522%253A%2522nmLanding%2522%257D","-1","","Google","4991","4853","4926","4926","4991","65","4853","4991","138","41","42","1","0","h2","high","text/html; charset=UTF-8","","gzip","Mon, 05 Nov 2018 01:01:56 GMT","","",
"35.166.68.183","143","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/cl2","-1","-1","200","-1","","971","7","5092","","","181105_TB_Q","-1","109","-1","-1","","0","5296","-1","POST","0","","160551","0.40","-1","-1","www.netflix.com","100","-1","https://codex.nflxext.com/%5E2.0.0/truthBundle/webui/0.0.1-shakti-js-mk-vc2328289/js/js/signup%7Chome%7CourStory%7Cbrowser%7CbrowserFrameworkClient.js/2/4_044v4t4e4I094a4B4Z070u014-4A4y0e4R4P4N4j4C4r4F4l4k19034V/l/true/none","1","5295","/ichnaea/cl2","-1","","","5439","5296","5405","5405","5439","34","5296","5439","143","42","43","1","0","http/1.1","medium","text/plain","","","","","",
"","461","","","-1","-1","Document","3","-1","-1","","1","","-1","-1","https://netflix.com/","-1","-1","301","-1","","711","","0","","no-cache, no-store","181105_TB_Q","-1","461","-1","-1","","0","0","-1","GET","0","","","0.2","-1","-1","netflix.com","-1","-1","","-1","0","/","-1","","","461","0","461","461","461","0","0","461","461","0","1","1","1","","","","","","","","",
"54.213.232.186","842","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://www.netflix.com/","-1","-1","200","-1","","74794","","2192","","no-cache, no-store, must-revalidate","181105_TB_Q","-1","358","-1","-1","","295846","461","-1","GET","72913","72913","","0.2.1","-1","-1","www.netflix.com","100","-1","","1","461","/","-1","","","1303","461","819","819","1303","484","461","1303","842","1","2","1","1","http/1.1","high","text/html; charset=utf-8","1","gzip","0","","",
"54.213.232.186","159","","","-1","-1","Stylesheet","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/cl2/freeform/WebsiteDetect?source=wwwhead&fetchType=css&modalView=nmLanding","-1","-1","200","-1","","1156","1","1225","","no-cache, no-store, no-transform, max-age=0","181105_TB_Q","-1","112","-1","-1","","0","1305","-1","GET","0","","","0.5","-1","-1","www.netflix.com","100","-1","https://www.netflix.com/","1","1294","/ichnaea/cl2/freeform/WebsiteDetect?source=wwwhead&fetchType=css&modalView=nmLanding","-1","","","1464","1305","1417","1417","1464","47","1305","1464","159","2","3","1","1","http/1.1","high","text/plain","","","Sun, 04 Nov 2018 01:02:12 GMT","","",
"54.213.232.186","652","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/cl2/freeform/WebsiteDetect?source=wwwhead&fetchType=js&modalView=nmLanding","-1","-1","200","-1","","1155","1","1209","","no-cache, no-store, no-transform, max-age=0","181105_TB_Q","-1","104","-1","-1","","0","1477","-1","GET","0","","1452","0.11","-1","-1","www.netflix.com","100","-1","https://www.netflix.com/","1","1476","/ichnaea/cl2/freeform/WebsiteDetect?source=wwwhead&fetchType=js&modalView=nmLanding","-1","","","2129","1477","1581","1581","2129","548","1477","2129","652","3","4","1","1","http/1.1","medium","text/plain","","","Sun, 04 Nov 2018 01:02:12 GMT","","",
"54.213.232.186","461","","","-1","-1","XHR","3","1478","1668","","1","","-1","1574","https://www.netflix.com/ichnaea/cl2/freeform/WebsiteScreen?source=wwwhead&fetchType=js&winw=0&winh=0&screenw=375&screenh=603&ratio=2","12","1574","200","94","","1181","1","1235","","no-cache, no-store, no-transform, max-age=0","181105_TB_Q","1490","105","1491","-1","","0","1669","83","GET","0","","1817","0.12","-1","-1","www.netflix.com","100","-1","https://www.netflix.com/","2","1477","/ichnaea/cl2/freeform/WebsiteScreen?source=wwwhead&fetchType=js&winw=0&winh=0&screenw=375&screenh=603&ratio=2","-1","","","2130","1669","1774","1774","2130","356","1478","2130","650","4","5","1","1","http/1.1","medium","text/plain","","","Sun, 04 Nov 2018 01:02:13 GMT","","",
"54.213.232.186","232","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/log","-1","-1","200","-1","","970","3","2783","","","181105_TB_Q","-1","103","-1","-1","","0","2145","-1","POST","0","","26485","0.14","-1","-1","www.netflix.com","100","-1","https://codex.nflxext.com/%5E2.0.0/truthBundle/webui/0.0.1-shakti-js-mk-vc2328289/js/js/signup%7Chome%7CourStory%7Cbrowser%7CbrowserFrameworkClient.js/2/4_044v4t4e4I094a4B4Z070u014-4A4y0e4R4P4N4j4C4r4F4l4k19034V/l/true/none","1","2144","/ichnaea/log","-1","","","2377","2145","2248","2248","2377","129","2145","2377","232","5","6","1","1","http/1.1","medium","text/plain","","","","","",
"","581","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/log","-1","-1","200","-1","","896","64","0","","","181105_TB_Q","-1","581","-1","-1","","0","2177","-1","OPTIONS","0","","29","0.16","-1","-1","www.netflix.com","100","-1","https://ae.nflximg.net/monet/scripts/adtech_iframe_target_04.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","-1","2177","/ichnaea/log","-1","","","2758","2177","2758","2758","2758","0","2177","2758","581","6","7","1","1","","","text/plain","","","","","",
"","559","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://ichnaea-web.netflix.com/log","-1","-1","200","-1","","822","6","0","","","181105_TB_Q","-1","559","-1","-1","","0","2355","-1","OPTIONS","0","","78055","0.21","-1","-1","ichnaea-web.netflix.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","-1","2355","/log","-1","","","2914","2355","2914","2914","2914","0","2355","2914","559","7","8","1","1","","","text/plain","","","","","",
"","436","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/983869946/?value=0&guid=ON&script=0","-1","-1","302","-1","","836","6","0","","no-cache, must-revalidate","181105_TB_Q","-1","436","-1","-1","","0","2356","-1","GET","42","","79409","0.22","-1","-1","googleads.g.doubleclick.net","-1","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","-1","2356","/pagead/viewthroughconversion/983869946/?value=0&guid=ON&script=0","-1","","","2792","2356","2792","2792","2792","0","2356","2792","436","8","9","1","1","","","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","425","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/991179584/?value=0&guid=ON&script=0","-1","-1","302","-1","","836","6","0","","no-cache, must-revalidate","181105_TB_Q","-1","425","-1","-1","","0","2358","-1","GET","42","","79409","0.24","-1","-1","googleads.g.doubleclick.net","-1","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","-1","2358","/pagead/viewthroughconversion/991179584/?value=0&guid=ON&script=0","-1","","","2783","2358","2783","2783","2783","0","2358","2783","425","9","10","1","1","","","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"54.213.232.186","254","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/cl2/freeform/DebugEvent?source=www&action=jsSimplicityPrefetch&statusCode=200&startTime=1541379733521&endTime=1541379733653","-1","-1","200","-1","","1204","26","1390","","no-cache, no-store, no-transform, max-age=0","181105_TB_Q","-1","137","-1","-1","","0","2387","-1","GET","0","","28","0.26","-1","-1","www.netflix.com","100","-1","https://www.netflix.com/","1","2369","/ichnaea/cl2/freeform/DebugEvent?source=www&action=jsSimplicityPrefetch&statusCode=200&startTime=1541379733521&endTime=1541379733653","-1","","","2641","2387","2524","2524","2641","117","2387","2641","254","10","11","1","1","http/1.1","low","text/plain","","","Sun, 04 Nov 2018 01:02:13 GMT","","",
"54.213.232.186","934","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/cl2/freeform/DebugEvent?source=www&action=cssSimplicityPrefetch&statusCode=200&startTime=1541379733523&endTime=1541379733672","-1","-1","200","-1","","1206","75","1391","","no-cache, no-store, no-transform, max-age=0","181105_TB_Q","-1","899","-1","-1","","0","2406","-1","GET","0","","28","0.27","-1","-1","www.netflix.com","100","-1","https://www.netflix.com/","2","2387","/ichnaea/cl2/freeform/DebugEvent?source=www&action=cssSimplicityPrefetch&statusCode=200&startTime=1541379733523&endTime=1541379733672","-1","","","3340","2406","3305","3305","3340","35","2406","3340","934","11","12","1","1","http/1.1","low","text/plain","","","Sun, 04 Nov 2018 01:02:14 GMT","","",
"157.240.18.35","185","44","","-1","100","Image","3","2366","2516","","1","","-1","2411","https://www.facebook.com/tr?id=829253787145710&ev=NM_landing&cd[value]=9.99&cd[currency]=USD","2","2411","200","105","0","418","6","475","","no-cache, must-revalidate, max-age=0","181105_TB_Q","2368","47","2369","100","","44","2530","42","GET","44","","79409","0.25","-1","-1","www.facebook.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","3","2358","/tr?id=829253787145710&ev=NM_landing&cd[value]=9.99&cd[currency]=USD","-1","","Facebook","2715","2530","2577","2577","2715","138","2366","2715","334","12","13","1","1","h2","low","image/gif","","","Mon, 05 Nov 2018 01:02:13 GMT","","",
"54.213.232.186","153","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://www.netflix.com/ichnaea/log","-1","-1","200","-1","","969","94","1729","","","181105_TB_Q","-1","122","-1","-1","","0","2759","-1","POST","0","","","0.34","-1","-1","www.netflix.com","100","-1","https://ae.nflximg.net/monet/scripts/adtech_iframe_target_04.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","1","2758","/ichnaea/log","-1","","","2912","2759","2881","2881","2912","31","2759","2912","153","13","14","1","1","http/1.1","medium","text/plain","","","","","",
"108.177.112.147","259","42","","-1","100","","3","-1","-1","","1","","-1","-1","https://www.google.com/pagead/1p-user-list/991179584/?value=0&guid=ON&script=0&crd=CITQGw&cdct=2&is_vtc=1&random=1322708913","-1","-1","200","-1","0","481","13","533","","no-cache, no-store, must-revalidate","181105_TB_Q","-1","258","-1","100","","84","2782","-1","GET","42","","","0.24.1","-1","-1","www.google.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","7","2782","/pagead/1p-user-list/991179584/?value=0&guid=ON&script=0&crd=CITQGw&cdct=2&is_vtc=1&random=1322708913","-1","","Google","3041","2782","3040","3040","3041","1","2782","3041","259","14","15","1","1","h2","low","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"108.177.112.147","251","42","","-1","100","","3","-1","-1","","1","","-1","-1","https://www.google.com/pagead/1p-user-list/983869946/?value=0&guid=ON&script=0&crd=CITQGw&cdct=2&is_vtc=1&random=3885277914","-1","-1","200","-1","0","481","13","541","","no-cache, no-store, must-revalidate","181105_TB_Q","-1","249","-1","100","","84","2792","-1","GET","42","","","0.22.1","-1","-1","www.google.com","100","-1","https://ae.nflximg.net/monet/scripts/netflix_tag_03.html?data=%7B%22membership_status%22%3A%22ANONYMOUS%22%2C%22country%22%3A%22US%22%2C%22fbaId%22%3A%2283f44161-3327-4109-802c-3aed61364262%22%2C%22is_member%22%3A%22anonymous%22%2C%22wasFormerMember%22%3Afalse%2C%22referrer%22%3A%22nmLanding%22%7D","7","2792","/pagead/1p-user-list/983869946/?value=0&guid=ON&script=0&crd=CITQGw&cdct=2&is_vtc=1&random=3885277914","-1","","Google","3043","2792","3041","3041","3043","2","2792","3043","251","15","16","1","1","h2","low","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
